entry_id,type,name,url,norwegian_level,norwegian_level_basis
eed744eed1101046,journal,European Online Journal of Natural and Social Sciences,http://european-science.com/eojnss/index,0,exact_name_match_journal
f56361df52ffb747,journal,European Scientific Journal,http://eujournal.org/index.php/esj,0,exact_name_match_journal
ab8ef83a4e4d59bb,journal,Genes & Cancer,http://www.impactjournals.com/Genes&Cancer/,1,exact_name_match_journal
018a923e05e415fe,journal,Genetics and Molecular Research,http://www.geneticsmr.com/,1,exact_name_match_journal
fd75935a00c18ee7,journal,Global Media Journal,http://www.globalmediajournal.com/,0,exact_name_match_journal
f90b0ef2921bec43,journal,Interdisciplinary Journal of Research in Business,http://www.idjrb.com/index.php,0,exact_name_match_journal
707faf6c728e8f6c,journal,Interdisciplinary Toxicology,http://www.intertox.sav.sk/,1,exact_name_match_journal
eccd82cf7615615b,journal,Internal Medicine Review,http://internalmedicinereview.org/index.php/imr,0,exact_name_match_journal
8bd95dfba0e80b9c,journal,The International Asian Research Journal,http://www.tiarj.com/,0,exact_name_match_journal
b15aad2208d44d21,journal,International Journal of Academic Research,http://www.ijar.org.in/index.php,0,exact_name_match_journal
08eeed49c72fc9ad,journal,International Journal of Advanced and Applied Sciences,http://www.science-gate.com/IJAAS.html,0,exact_name_match_journal
9df5cb6c9f83f36c,journal,International Journal of Advanced Research,http://www.journalijar.com/index.php,0,exact_name_match_journal
8ad193aa4f475baa,journal,International Journal of Advances in Management and Economics,http://www.managementjournal.info/,0,exact_name_match_journal
b00483d5f2accf61,journal,International Journal of Advances in Social Science and Humanities,http://www.ijassh.com/index.php,0,exact_name_match_journal
a569758394e35190,journal,International Journal of Agriculture Innovations and Research,http://ijair.org/,0,exact_name_match_journal
48972392391cde0c,journal,International Journal of Applied Research in Natural Products,http://www.ijarnp.org/index.php/ijarnp,1,exact_name_match_journal
5610b7d2794108d8,journal,International Journal of Biomedical Science,http://www.ijbs.org/HomePage.aspx,0,exact_name_match_journal
77c8cee9bc143320,journal,International Journal of Business Quantitative Economics and Applied Management Research,http://ijbemr.com/,0,exact_name_match_journal
870b3b82f3ec57dd,journal,International Journal of Communication Networks and Information Security,http://www.ijcnis.org/,1,exact_name_match_journal
51a25e1b74ac6b9c,journal,International Journal of Computer Applications,http://www.ijcaonline.org/,0,exact_name_match_journal
1f6742294b42053a,journal,International Journal of Computer Science and Network Security,http://ijcsns.org/,0,exact_name_match_journal
b4bc154499e0ac52,journal,International Journal of Computer Science and Technology,http://ijcst.com/,0,exact_name_match_journal
dfc3397c42cbbf9a,journal,International Journal of Computer Science Issues,http://ijcsi.org/index.php,1,exact_name_match_journal
9d925783b87baafb,journal,International Journal of Core Engineering and Management,http://ijcem.in/,0,exact_name_match_journal
38d86265273a5e81,journal,International Journal of Current Research,http://www.journalcra.com/,0,exact_name_match_journal
189e71d1b91783d2,journal,International Journal of Economics and Finance,http://www.ijsse.org/index.php?option=com_content&view=article&id=548&Itemid=82,0,exact_name_match_journal
90a4673fd3e8b707,journal,International Journal of Electrical Energy,http://www.ijoee.org/,0,exact_name_match_journal
64ddc203258e2772,journal,International Journal of Electrochemical Science,http://www.electrochemsci.org/,1,exact_name_match_journal
ed2de4419198cac0,journal,International Journal of Emerging Technology and Advanced Engineering,http://www.ijetae.com/index.html,0,exact_name_match_journal
5525edee77319d2b,journal,International Journal of Engineering and Advanced Technology,http://www.ijeat.org/,0,exact_name_match_journal
88369ee69e0e591a,journal,International Journal of Engineering and Innovative Technology,http://ijeit.com/index.php,0,exact_name_match_journal
c1deeb612f817c38,journal,International Journal of Engineering & Technology,http://www.iet-journals.org/,1,exact_name_match_journal
a782cd7c4dd98a6e,journal,International Journal of Engineering and Technology,http://www.ijetch.org/,1,exact_name_match_journal
82451ac1e39eb620,journal,International Journal of Engineering Science and Innovative Technology,http://www.ijesit.com/,0,exact_name_match_journal
ca2c7a0c7862382c,journal,International Journal of Engineering Trends and Technology,http://ijettjournal.org/,0,exact_name_match_journal
7f75d530e8f6f0b5,journal,International Journal of English Language & Translation Studies,http://eltsjournal.org/,1,exact_name_match_journal
8de96a7e6d299996,journal,International Journal of Environmental Science and Development,http://www.ijesd.org/,0,exact_name_match_journal
d96d35e965c624b3,journal,International Journal of Fisheries and Aquatic Studies,http://www.fisheriesjournal.com/,0,exact_name_match_journal
9b001025aeabdbc5,journal,International Journal of Governance,http://www.ijgovernance.com/,0,exact_name_match_journal
b128d8d67213fd79,journal,International Journal of Green and Herbal Chemistry,http://www.ijghc.com/,0,exact_name_match_journal
b0fc0f6704c663ad,journal,International Journal of Health Sciences and Research,http://www.ijhsr.org/,0,exact_name_match_journal
ceee880dfbcbc370,journal,International Journal of Human Sciences,http://www.j-humansciences.com/,1,exact_name_match_journal
b0c852604542c7cc,journal,The International Journal of Humanities & Social Studies,http://www.theijhss.com/,0,exact_name_match_journal
998e2f32db2bd783,journal,International Journal of Information and Education Technology,http://www.ijiet.org/,0,exact_name_match_journal
41164e12e8b157df,journal,International Journal of Information Research and Review,http://www.ijirr.com/,0,exact_name_match_journal
5e4370e5c2a5d5d2,journal,International Journal of Innovative Research and Development,http://www.ijird.com/,0,exact_name_match_journal
2e9f927016433513,journal,"International Journal of Languages, Literature and Linguistics",http://www.ijlll.org/,0,exact_name_match_journal
f55cb15a39dcc03a,journal,The International Journal of Management,http://www.theijm.com/,0,exact_name_match_journal
e84fba0a13d882b4,journal,International Journal of Network Security,http://ijns.jalaxy.com.tw/,1,exact_name_match_journal
fd2798fcb19cf08e,journal,International Journal of Pediatrics,http://ijp.mums.ac.ir/,1,exact_name_match_journal
2f7b39448a9286d7,journal,International Journal of Psycho-Educational Sciences,http://www.arees.org/journal/about-journal,0,exact_name_match_journal
3e995d119c014480,journal,International Journal of Pure and Applied Zoology,http://www.ijpaz.com/index.php/ijpaz,0,exact_name_match_journal
0ac75aec18edf03d,journal,International Journal of Renewable Energy Research,http://www.ijrer.org/ijrer/index.php/ijrer/index,1,exact_name_match_journal
5151290c91d9e629,journal,International Journal of Research in Education and Science,http://www.ijres.net/,0,exact_name_match_journal
41d952aa4b80eeb6,journal,International Journal of Signal Processing Systems,http://international%20journal%20of%20signal%20processing%20systems%20%28ijsps%29/,0,exact_name_match_journal
3955e2e9760725b4,journal,OIDA International Journal of Sustainable Development,http://www.ontariointernational.org/Publications.html,1,exact_name_match_journal
b96d584241cb3509,journal,"International Letters of Chemistry, Physics and Astronomy",http://www.ilcpa.pl/,1,exact_name_match_journal
1db5d0b7dc6e0462,journal,International Letters of Social and Humanistic Sciences,http://www.ilshs.pl/,0,exact_name_match_journal
791b35159151e323,journal,International Research Journal of Finance and Economics,http://www.internationalresearchjournaloffinanceandeconomics.com/,0,exact_name_match_journal
aa8d08bdbae4e8ef,journal,International Review of Social Sciences and Humanities,http://www.irssh.com/,0,exact_name_match_journal
68ed88fe447f6ba0,journal,IOSR Journal of Engineering,http://www.iosrjen.org/,0,exact_name_match_journal
0973ca0f5456efdd,journal,"Journal of Accounting, Ethics & Public Policy",http://www.jaepp.org/,0,exact_name_match_journal
4e0a85f99ce4d50c,journal,The Journal of Academic Social Science Studies,http://www.jasstudies.com/Anasayfa.Aspx,0,exact_name_match_journal
8791a8997e54464a,journal,Journal of Advances in Information Technology,http://www.jait.us/,0,exact_name_match_journal
a9b182f495b56ebc,journal,Journal of American Physicians and Surgeons,http://www.jpands.org/,0,exact_name_match_journal
6b756ff9d57f40f6,journal,Journal of Arts and Humanities,http://theartsjournal.org/index.php/site,0,exact_name_match_journal
38d5f14f22083c54,journal,Journal of Behavioral Health,http://www.scopemed.org/?jid=57,0,exact_name_match_journal
a6ea489cd3610625,journal,Journal of Chemical and Pharmaceutical Research,http://jocpr.com/,1,exact_name_match_journal
4bfc5971dd35e1c8,journal,"Journal of Chemical, Biological and Physical Sciences",http://www.jcbsc.org/index.php,0,exact_name_match_journal
c65f558a8c83fb8f,journal,Journal of Computers,http://www.jcomputers.us/,0,exact_name_match_journal
f7fe25fbdec7d81a,journal,Journal of Contemporary Issues in Business Research,http://jcibr.webs.com/,0,exact_name_match_journal
9a402e04057b794c,journal,Journal of Economics and Engineering,http://www.eu-print.org/iqt.php,0,exact_name_match_journal
78d210675027f789,journal,Journal of Economics and Political Economy,http://www.ijepe.com/index.php/JEPE,0,exact_name_match_journal
7ec18ff2b9ca66bd,journal,Journal of Education and Sociology,http://www.eu-print.org/teh.php,0,exact_name_match_journal
892d0b55404dde4d,journal,Journal of Electrical Engineering,http://www.jee.ro/index.php,1,exact_name_match_journal
cb1fc02bf34be1a5,journal,Journal of Environmental Biology,http://www.jeb.co.in/,1,exact_name_match_journal
9af00e5b3267d047,journal,Journal of Environmental Hydrology,http://www.hydroweb.com/journal-hydrology.html,1,exact_name_match_journal
26566674edd456d0,journal,Journal of Health Economics and Outcomes Research,http://www.jheor.org/,0,exact_name_match_journal
ceb2ab5c4a9cf416,journal,Journal of Language and Literature,http://www.eu-print.org/filo.php,0,exact_name_match_journal
6208d7a278f2c28d,journal,Journal of Mathematics and Technology,http://www.eu-print.org/riy.php,0,exact_name_match_journal
ce99f708861eb2f0,journal,Journal of Media Critiques,http://www.mediacritiques.net/index.php/jmc,1,exact_name_match_journal
9ac366dba6abf76c,journal,Journal of Natural Products,http://journalofnaturalproducts.com/,2,exact_name_match_journal
e901ea48e72cf574,journal,Journal of Physical Therapy Science,https://www.jstage.jst.go.jp/browse/jpts,0,exact_name_match_journal
3be674abd5b9560f,journal,Journal of Psychology and Theology,http://www.dinz.info/,1,exact_name_match_journal
86f93c6beabee884,journal,Journal of Software,http://www.jsoftware.us/,0,exact_name_match_journal
b58295a476650109,journal,Journal of Theoretical and Applied Information Technology,http://www.jatit.org/index.php,1,exact_name_match_journal
fefe111ddf4537d3,journal,Mathematical and Computational Applications,http://mcajournal.cbu.edu.tr/,1,exact_name_match_journal
3955e2e9760725b4,journal,OIDA International Journal of Sustainable Development,http://www.ontariointernational.org/Publications.html,1,exact_name_match_journal
96b8f94cd40e6db3,journal,Oncoscience,http://www.impactjournals.com/oncoscience/index.php,1,exact_name_match_journal
8d3861671c665aa4,journal,Oncotarget,http://www.impactjournals.com/oncotarget/index.php?journal=oncotarget&page=index,0,exact_name_match_journal
f187f59522435d3b,journal,Online Journal of Communication and Media Technologies,http://www.ojcmt.net/,1,exact_name_match_journal
8c00897d676a4439,journal,Progress in Physics,http://www.ptep-online.com/,0,exact_name_match_journal
6eae67aecea37c27,journal,Research |,http://www.labome.org/,1,exact_name_match_journal
b735bd4bcfe17584,journal,Research,http://www.labome.fr/,1,exact_name_match_journal
ae328049d63237f6,journal,"Research Journal of Pharmaceutical, Biological and Chemical Sciences",http://www.rjpbcs.com/index.html,0,exact_name_match_journal
3d6ece60ba700fba,journal,Romanian Biotechnological Letters,http://www.rombio.eu/,1,exact_name_match_journal
b3e3cf3416c17ec2,journal,Sensors & Transducers Journal,http://www.sensorsportal.com/HTML/DIGEST/Journal_Subscription.htm,1,exact_name_match_journal
afb100374150c467,journal,Shiraz E-Medical Journal,http://emedicalj.com/,1,exact_name_match_journal
920fdcea6cc6aafd,journal,World Applied Sciences Journal,http://www.wasj.org/,0,exact_name_match_journal
