url,name,abbr,type,discipline,publisher,region,reason,source,entry_id,name_norm,abbr_norm,url_domain,url_root,risk_level,norwegian_level,publisher_entry_id,inherited_from_publisher,publisher_name_matched,publisher_url_matched,inherited_risk_level,warning_summary,norwegian_level_checked,norwegian_level_year,norwegian_level_basis,norwegian_level_source,manual_check_homepage,manual_check_google,manual_check_google_predatory_query,manual_check_doaj,manual_check_cope,manual_check_nlm_catalog,manual_check_pubmed_search,manual_check_scimagojr,manual_check_kanalregister
http://www.akrpub.com/,Academic Knowledge and Research Publishing,,publisher,,,,,Stop Predatory Journals list (2025),cfdbf87d8ef1da5d,academic knowledge and research publishing,,akrpub.com,akrpub.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.akrpub.com/,https://www.google.com/search?q=Academic+Knowledge+and+Research+Publishing,https://www.google.com/search?q=predatory+journal+Academic+Knowledge+and+Research+Publishing,,https://publicationethics.org/search?t=Academic+Knowledge+and+Research+Publishing,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Knowledge+and+Research+Publishing
http://www.academicoasis.org/,Academic Organization for Advancement of Strategic and International Studies,Academic OASIS,publisher,,,,,Stop Predatory Journals list (2025),982939523fc4d401,academic organization for advancement of strategic and international studies,academic oasis,academicoasis.org,academicoasis.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.academicoasis.org/,https://www.google.com/search?q=Academic+Organization+for+Advancement+of+Strategic+and+International+Studies,https://www.google.com/search?q=predatory+journal+Academic+Organization+for+Advancement+of+Strategic+and+International+Studies,,https://publicationethics.org/search?t=Academic+Organization+for+Advancement+of+Strategic+and+International+Studies,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Organization+for+Advancement+of+Strategic+and+International+Studies
http://www.acadpubl.eu/index.html,"Academic Publications, Ltd.",,publisher,,,,,Stop Predatory Journals list (2025),56973fc01223b959,academic publications ltd,,acadpubl.eu,acadpubl.eu,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.acadpubl.eu/index.html,https://www.google.com/search?q=Academic+Publications%2C+Ltd.,https://www.google.com/search?q=predatory+journal+Academic+Publications%2C+Ltd.,,https://publicationethics.org/search?t=Academic+Publications%2C+Ltd.,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Publications%2C+Ltd.
http://www.arseam.com/,"Academic Research in Science, Engineering, Art and Management",ARSEAM,publisher,,,,,Stop Predatory Journals list (2025),55bb7595979643ba,academic research in science engineering art and management,arseam,arseam.com,arseam.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.arseam.com/,https://www.google.com/search?q=Academic+Research+in+Science%2C+Engineering%2C+Art+and+Management,https://www.google.com/search?q=predatory+journal+Academic+Research+in+Science%2C+Engineering%2C+Art+and+Management,,https://publicationethics.org/search?t=Academic+Research+in+Science%2C+Engineering%2C+Art+and+Management,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Research+in+Science%2C+Engineering%2C+Art+and+Management
http://www.academicresearchjournals.org/index.htm,Academic Research Journals,,publisher,,,,,Stop Predatory Journals list (2025),7ecd8641bf27d4ce,academic research journals,,academicresearchjournals.org,academicresearchjournals.org,high,0,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,norwegian_csv_publisher,2025-12-23 Scientific Journals and Series.csv,http://www.academicresearchjournals.org/index.htm,https://www.google.com/search?q=Academic+Research+Journals,https://www.google.com/search?q=predatory+journal+Academic+Research+Journals,,https://publicationethics.org/search?t=Academic+Research+Journals,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Research+Journals
http://acrpub.com/index.php,Academic Research Publishers,ARPUB,publisher,,,,,Stop Predatory Journals list (2025),ca3743c684485941,academic research publishers,arpub,acrpub.com,acrpub.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://acrpub.com/index.php,https://www.google.com/search?q=Academic+Research+Publishers,https://www.google.com/search?q=predatory+journal+Academic+Research+Publishers,,https://publicationethics.org/search?t=Academic+Research+Publishers,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Research+Publishers
http://www.arpapress.com/,Academic Research Publishing Agency,,publisher,,,,,Stop Predatory Journals list (2025),7d0565fbbdce0d16,academic research publishing agency,,arpapress.com,arpapress.com,high,0,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,norwegian_csv_publisher,2025-12-23 Scientific Journals and Series.csv,http://www.arpapress.com/,https://www.google.com/search?q=Academic+Research+Publishing+Agency,https://www.google.com/search?q=predatory+journal+Academic+Research+Publishing+Agency,,https://publicationethics.org/search?t=Academic+Research+Publishing+Agency,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Research+Publishing+Agency
http://arpgweb.com/index.php,Academic Research Publishing Group,,publisher,,,,,Stop Predatory Journals list (2025),6385ead0161b6e4d,academic research publishing group,,arpgweb.com,arpgweb.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://arpgweb.com/index.php,https://www.google.com/search?q=Academic+Research+Publishing+Group,https://www.google.com/search?q=predatory+journal+Academic+Research+Publishing+Group,,https://publicationethics.org/search?t=Academic+Research+Publishing+Group,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Research+Publishing+Group
http://www.acadrp.org/,Academic Research Publishing House,,publisher,,,,,Stop Predatory Journals list (2025),ec7f98ba542b835a,academic research publishing house,,acadrp.org,acadrp.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.acadrp.org/,https://www.google.com/search?q=Academic+Research+Publishing+House,https://www.google.com/search?q=predatory+journal+Academic+Research+Publishing+House,,https://publicationethics.org/search?t=Academic+Research+Publishing+House,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Research+Publishing+House
http://academic-publishing-house.com/,Academic Scholars Publishing House,,publisher,,,,,Stop Predatory Journals list (2025),5d31f9fa2d6b739e,academic scholars publishing house,,academic-publishing-house.com,academic-publishing-house.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://academic-publishing-house.com/,https://www.google.com/search?q=Academic+Scholars+Publishing+House,https://www.google.com/search?q=predatory+journal+Academic+Scholars+Publishing+House,,https://publicationethics.org/search?t=Academic+Scholars+Publishing+House,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Scholars+Publishing+House
http://www.ijaponline.org/,Academic Sciences,,publisher,,,,,Stop Predatory Journals list (2025),bfa9d937931f0553,academic sciences,,ijaponline.org,ijaponline.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.ijaponline.org/,https://www.google.com/search?q=Academic+Sciences,https://www.google.com/search?q=predatory+journal+Academic+Sciences,,https://publicationethics.org/search?t=Academic+Sciences,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Sciences
http://www.academicstar.us/index.asp,Academic Star Publishing Company ,,publisher,,,,,Stop Predatory Journals list (2025),bd13e8e49611bf52,academic star publishing company,,academicstar.us,academicstar.us,high,0,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,norwegian_csv_publisher,2025-12-23 Scientific Journals and Series.csv,http://www.academicstar.us/index.asp,https://www.google.com/search?q=Academic+Star+Publishing+Company%C2%A0,https://www.google.com/search?q=predatory+journal+Academic+Star+Publishing+Company%C2%A0,,https://publicationethics.org/search?t=Academic+Star+Publishing+Company%C2%A0,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Star+Publishing+Company%C2%A0
http://www.astarstore.us/,Academic Star Publishing Company [alt],,publisher,,,,,Stop Predatory Journals list (2025),9435941c2b18847a,academic star publishing company alt,,astarstore.us,astarstore.us,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.astarstore.us/,https://www.google.com/search?q=Academic+Star+Publishing+Company%C2%A0%5Balt%5D,https://www.google.com/search?q=predatory+journal+Academic+Star+Publishing+Company%C2%A0%5Balt%5D,,https://publicationethics.org/search?t=Academic+Star+Publishing+Company%C2%A0%5Balt%5D,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Star+Publishing+Company%C2%A0%5Balt%5D
http://academicwebpublishers.org/,Academic Web Publishers,AWP,publisher,,,,,Stop Predatory Journals list (2025),b4b957e1f34df86a,academic web publishers,awp,academicwebpublishers.org,academicwebpublishers.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://academicwebpublishers.org/,https://www.google.com/search?q=Academic+Web+Publishers,https://www.google.com/search?q=predatory+journal+Academic+Web+Publishers,,https://publicationethics.org/search?t=Academic+Web+Publishers,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+Web+Publishers
http://www.awer-center.org/journals.htm,Academic World Education & Research Center,,publisher,,,,,Stop Predatory Journals list (2025),3a259329833001fd,academic world education and research center,,awer-center.org,awer-center.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.awer-center.org/journals.htm,https://www.google.com/search?q=Academic+World+Education+%26+Research+Center,https://www.google.com/search?q=predatory+journal+Academic+World+Education+%26+Research+Center,,https://publicationethics.org/search?t=Academic+World+Education+%26+Research+Center,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academic+World+Education+%26+Research+Center
http://ph.academicdirect.org/,AcademicDirect Publishing House,,publisher,,,,,Stop Predatory Journals list (2025),7f2f638ddf618774,academicdirect publishing house,,ph.academicdirect.org,academicdirect.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://ph.academicdirect.org/,https://www.google.com/search?q=AcademicDirect+Publishing+House,https://www.google.com/search?q=predatory+journal+AcademicDirect+Publishing+House,,https://publicationethics.org/search?t=AcademicDirect+Publishing+House,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=AcademicDirect+Publishing+House
http://www.arcjournals.org/index.php,Academicians’ Research Center/ARC Journals,ARC,publisher,,,,,Stop Predatory Journals list (2025),595b982eb15c5879,academicians research center arc journals,arc,arcjournals.org,arcjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.arcjournals.org/index.php,https://www.google.com/search?q=Academicians%E2%80%99+Research+Center%2FARC+Journals,https://www.google.com/search?q=predatory+journal+Academicians%E2%80%99+Research+Center%2FARC+Journals,,https://publicationethics.org/search?t=Academicians%E2%80%99+Research+Center%2FARC+Journals,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academicians%E2%80%99+Research+Center%2FARC+Journals
http://academicsworld.org/,Academics World,,publisher,,,,,Stop Predatory Journals list (2025),c5b91f65c545f58e,academics world,,academicsworld.org,academicsworld.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://academicsworld.org/,https://www.google.com/search?q=Academics+World,https://www.google.com/search?q=predatory+journal+Academics+World,,https://publicationethics.org/search?t=Academics+World,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academics+World
http://aelsindia.com/,Academy for Environment and Life Sciences,,publisher,,,,,Stop Predatory Journals list (2025),b994c98c1a50c9ea,academy for environment and life sciences,,aelsindia.com,aelsindia.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://aelsindia.com/,https://www.google.com/search?q=Academy+for+Environment+and+Life+Sciences,https://www.google.com/search?q=predatory+journal+Academy+for+Environment+and+Life+Sciences,,https://publicationethics.org/search?t=Academy+for+Environment+and+Life+Sciences,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+for+Environment+and+Life+Sciences
http://www.academyjournals.net/,Academy Journals,,publisher,,,,,Stop Predatory Journals list (2025),98f5d48dc649772e,academy journals,,academyjournals.net,academyjournals.net,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.academyjournals.net/,https://www.google.com/search?q=Academy+Journals,https://www.google.com/search?q=predatory+journal+Academy+Journals,,https://publicationethics.org/search?t=Academy+Journals,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+Journals
http://www.abrmr.com/,Academy of Business & Retail Management,ABRM,publisher,,,,,Stop Predatory Journals list (2025),20dd2138ecc0e691,academy of business and retail management,abrm,abrmr.com,abrmr.com,high,1,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,norwegian_csv_publisher,2025-12-23 Scientific Journals and Series.csv,http://www.abrmr.com/,https://www.google.com/search?q=Academy+of+Business+%26+Retail+Management,https://www.google.com/search?q=predatory+journal+Academy+of+Business+%26+Retail+Management,,https://publicationethics.org/search?t=Academy+of+Business+%26+Retail+Management,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+of+Business+%26+Retail+Management
http://www.absronline.org/,Academy of Business & Scientific Research,ABSR,publisher,,,,,Stop Predatory Journals list (2025),3f85a941b25c82c2,academy of business and scientific research,absr,absronline.org,absronline.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.absronline.org/,https://www.google.com/search?q=Academy+of+Business+%26+Scientific+Research,https://www.google.com/search?q=predatory+journal+Academy+of+Business+%26+Scientific+Research,,https://publicationethics.org/search?t=Academy+of+Business+%26+Scientific+Research,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+of+Business+%26+Scientific+Research
http://www.academyirmbr.com/,Academy of International Research in Management and Business Realities,IRMBR,publisher,,,,,Stop Predatory Journals list (2025),f17e38747f45f1ab,academy of international research in management and business realities,irmbr,academyirmbr.com,academyirmbr.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.academyirmbr.com/,https://www.google.com/search?q=Academy+of+International+Research+in+Management+and+Business+Realities,https://www.google.com/search?q=predatory+journal+Academy+of+International+Research+in+Management+and+Business+Realities,,https://publicationethics.org/search?t=Academy+of+International+Research+in+Management+and+Business+Realities,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+of+International+Research+in+Management+and+Business+Realities
http://akpinsight.webs.com/,Academy of Knowledge Process,,publisher,,,,,Stop Predatory Journals list (2025),78319b7711fadbcc,academy of knowledge process,,akpinsight.webs.com,webs.com,high,0,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,norwegian_csv_publisher,2025-12-23 Scientific Journals and Series.csv,http://akpinsight.webs.com/,https://www.google.com/search?q=Academy+of+Knowledge+Process,https://www.google.com/search?q=predatory+journal+Academy+of+Knowledge+Process,,https://publicationethics.org/search?t=Academy+of+Knowledge+Process,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+of+Knowledge+Process
http://www.scienceengineeringacademy.org/asesite/,Academy of Science and Engineering,ASE,publisher,,,,,Stop Predatory Journals list (2025),74dd2c8908223454,academy of science and engineering,ase,scienceengineeringacademy.org,scienceengineeringacademy.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.scienceengineeringacademy.org/asesite/,https://www.google.com/search?q=Academy+of+Science+and+Engineering,https://www.google.com/search?q=predatory+journal+Academy+of+Science+and+Engineering,,https://publicationethics.org/search?t=Academy+of+Science+and+Engineering,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+of+Science+and+Engineering
http://www.asss-web.com/,Academy of Science and Social Science,ASSS,publisher,,,,,Stop Predatory Journals list (2025),021946eb38b1c53e,academy of science and social science,asss,asss-web.com,asss-web.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.asss-web.com/,https://www.google.com/search?q=Academy+of+Science+and+Social+Science,https://www.google.com/search?q=predatory+journal+Academy+of+Science+and+Social+Science,,https://publicationethics.org/search?t=Academy+of+Science+and+Social+Science,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+of+Science+and+Social+Science
http://asaarjournals.com/,Academy of Scientific and Applied Research,ASAAR,publisher,,,,,Stop Predatory Journals list (2025),e0a1353e353ba222,academy of scientific and applied research,asaar,asaarjournals.com,asaarjournals.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://asaarjournals.com/,https://www.google.com/search?q=Academy+of+Scientific+and+Applied+Research,https://www.google.com/search?q=predatory+journal+Academy+of+Scientific+and+Applied+Research,,https://publicationethics.org/search?t=Academy+of+Scientific+and+Applied+Research,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+of+Scientific+and+Applied+Research
http://www.academypublish.org/,Academy Publish,,publisher,,,,,Stop Predatory Journals list (2025),600cfef9f8b9874d,academy publish,,academypublish.org,academypublish.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21),http://www.academypublish.org/,https://www.google.com/search?q=Academy+Publish,https://www.google.com/search?q=predatory+journal+Academy+Publish,,https://publicationethics.org/search?t=Academy+Publish,,,,https://kanalregister.hkdir.no/en/search?type=publisher&query=Academy+Publish
