url,name,abbr,type,discipline,publisher,region,reason,source,entry_id,name_norm,abbr_norm,url_domain,url_root,risk_level,norwegian_level,publisher_entry_id,inherited_from_publisher,publisher_name_matched,publisher_url_matched,inherited_risk_level,warning_summary,norwegian_level_checked,norwegian_level_year,norwegian_level_basis,norwegian_level_source
http://www.awer-center.org/journals.htm,Academic World Education & Research Center,,publisher,,,,,Stop Predatory Journals list (2025),3a259329833001fd,academic world education and research center,,awer-center.org,awer-center.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://ph.academicdirect.org/,AcademicDirect Publishing House,,publisher,,,,,Stop Predatory Journals list (2025),7f2f638ddf618774,academicdirect publishing house,,ph.academicdirect.org,academicdirect.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.arcjournals.org/index.php,Academicians’ Research Center/ARC Journals,ARC,publisher,,,,,Stop Predatory Journals list (2025),595b982eb15c5879,academicians research center arc journals,arc,arcjournals.org,arcjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://academicsworld.org/,Academics World,,publisher,,,,,Stop Predatory Journals list (2025),c5b91f65c545f58e,academics world,,academicsworld.org,academicsworld.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://aelsindia.com/,Academy for Environment and Life Sciences,,publisher,,,,,Stop Predatory Journals list (2025),b994c98c1a50c9ea,academy for environment and life sciences,,aelsindia.com,aelsindia.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.academyjournals.net/,Academy Journals,,publisher,,,,,Stop Predatory Journals list (2025),98f5d48dc649772e,academy journals,,academyjournals.net,academyjournals.net,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.abrmr.com/,Academy of Business & Retail Management,ABRM,publisher,,,,,Stop Predatory Journals list (2025),20dd2138ecc0e691,academy of business and retail management,abrm,abrmr.com,abrmr.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.absronline.org/,Academy of Business & Scientific Research,ABSR,publisher,,,,,Stop Predatory Journals list (2025),3f85a941b25c82c2,academy of business and scientific research,absr,absronline.org,absronline.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.academyirmbr.com/,Academy of International Research in Management and Business Realities,IRMBR,publisher,,,,,Stop Predatory Journals list (2025),f17e38747f45f1ab,academy of international research in management and business realities,irmbr,academyirmbr.com,academyirmbr.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://akpinsight.webs.com/,Academy of Knowledge Process,,publisher,,,,,Stop Predatory Journals list (2025),78319b7711fadbcc,academy of knowledge process,,akpinsight.webs.com,webs.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.scienceengineeringacademy.org/asesite/,Academy of Science and Engineering,ASE,publisher,,,,,Stop Predatory Journals list (2025),74dd2c8908223454,academy of science and engineering,ase,scienceengineeringacademy.org,scienceengineeringacademy.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.asss-web.com/,Academy of Science and Social Science,ASSS,publisher,,,,,Stop Predatory Journals list (2025),021946eb38b1c53e,academy of science and social science,asss,asss-web.com,asss-web.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://asaarjournals.com/,Academy of Scientific and Applied Research,ASAAR,publisher,,,,,Stop Predatory Journals list (2025),e0a1353e353ba222,academy of scientific and applied research,asaar,asaarjournals.com,asaarjournals.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.academypublish.org/,Academy Publish,,publisher,,,,,Stop Predatory Journals list (2025),600cfef9f8b9874d,academy publish,,academypublish.org,academypublish.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.accessinterjournals.org/,Access International Journals,,publisher,,,,,Stop Predatory Journals list (2025),f77fa05df2f3ab7e,access international journals,,accessinterjournals.org,accessinterjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.accessjournals.org/,Access Journals,,publisher,,,,,Stop Predatory Journals list (2025),cea6717757e9ab68,access journals,,accessjournals.org,accessjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.accesspublishers.org/,Access Publishers,,publisher,,,,,Stop Predatory Journals list (2025),9506ba6cd36729aa,access publishers,,accesspublishers.org,accesspublishers.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.ghrnet.org/,ACT Publishing,,publisher,,,,,Stop Predatory Journals list (2025),d3b9bbfff33afa92,act publishing,,ghrnet.org,ghrnet.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://actascientifica.com/index.php,Acta Scientifica,,publisher,,,,,Stop Predatory Journals list (2025),84e407b298dbd17c,acta scientifica,,actascientifica.com,actascientifica.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.adpublication.org/,AD Publication,,publisher,,,,,Stop Predatory Journals list (2025),c1f8625b8cd67da2,ad publication,,adpublication.org,adpublication.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://adpublications.org/,AD Publications,,publisher,,,,,Stop Predatory Journals list (2025),e37774e97fdd12cd,ad publications,,adpublications.org,adpublications.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.ada-lovelace.co.uk/,Ada Lovelace Publications,,publisher,,,,,Stop Predatory Journals list (2025),f9f5f2ea59924c05,ada lovelace publications,,ada-lovelace.co.uk,ada-lovelace.co.uk,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://aeirc-edu.com/,Advance Educational Institute & Research Centre,AEIRC,publisher,,,,,Stop Predatory Journals list (2025),0b76221b89be1589,advance educational institute and research centre,aeirc,aeirc-edu.com,aeirc-edu.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://advancejournals.org/,Advance Journals,,publisher,,,,,Stop Predatory Journals list (2025),46e2c843af20b930,advance journals,,advancejournals.org,advancejournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.aicit.org/publications.html,Advanced Institute of Convergence Information Technology,AICIT,publisher,,,,,Stop Predatory Journals list (2025),238aff7fd65b3937,advanced institute of convergence information technology,aicit,aicit.org,aicit.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://advancedjournals.org/index.htm,Advanced Journals,,publisher,,,,,Stop Predatory Journals list (2025),c59aaf901bb4ea4f,advanced journals,,advancedjournals.org,advancedjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.advancedresearchjournals.org/,Advanced Research Journals,,publisher,,,,,Stop Predatory Journals list (2025),fb452ab8309bf9d0,advanced research journals,,advancedresearchjournals.org,advancedresearchjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://adrpublications.in/,Advanced Research Publications,,publisher,,,,,Stop Predatory Journals list (2025),0047a7fea0de2dfd,advanced research publications,,adrpublications.in,adrpublications.in,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://advancedscholarsjournals.org/,Advanced Scholars Journals,,publisher,,,,,Stop Predatory Journals list (2025),6f2ee3edcaae17ff,advanced scholars journals,,advancedscholarsjournals.org,advancedscholarsjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.asetrc.org/,Advanced Science and Engineering Technology Institute,ASET,publisher,,,,,Stop Predatory Journals list (2025),63bda376588d6092,advanced science and engineering technology institute,aset,asetrc.org,asetrc.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://advancedscienceresearchjournals.org/,Advanced Science Research Journals,,publisher,,,,,Stop Predatory Journals list (2025),3a73e8bf761e05d8,advanced science research journals,,advancedscienceresearchjournals.org,advancedscienceresearchjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://atscience.org/,Advanced Technology & Science,ATScience,publisher,,,,,Stop Predatory Journals list (2025),a39cc1cf5713de3d,advanced technology and science,atscience,atscience.org,atscience.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://aditisci.com/index.php,Advancement and Development in Technology International,Aditi,publisher,,,,,Stop Predatory Journals list (2025),1feb747795f40b0b,advancement and development in technology international,aditi,aditisci.com,aditisci.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.ajournals.com/,Advancements in Science,,publisher,,,,,Stop Predatory Journals list (2025),fa31a513da10d301,advancements in science,,ajournals.com,ajournals.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.adyanacademicpress.com/index.php,Adyan Academic Press,,publisher,,,,,Stop Predatory Journals list (2025),be120e38fea509f5,adyan academic press,,adyanacademicpress.com,adyanacademicpress.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.aensiweb.com/index.html,American-Eurasian Network for Scientific Information,AENSI,publisher,,,,,Stop Predatory Journals list (2025),72cb7f954a6bd113,american eurasian network for scientific information,aensi,aensiweb.com,aensiweb.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://afrrevjo.net/,African Research Review,AFRREV,publisher,,,,,Stop Predatory Journals list (2025),9a67c76dc6d933b9,african research review,afrrev,afrrevjo.net,afrrevjo.net,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.agialpress.com/,AgiAl Publishing House,,publisher,,,,,Stop Predatory Journals list (2025),8d5e8905bf403fec,agial publishing house,,agialpress.com,agialpress.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://agropub.com/index.html,Agropub,,publisher,,,,,Stop Predatory Journals list (2025),1f0c809a058c14a4,agropub,,agropub.com,agropub.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://ainstin.com/,AINSTIN Knowledge Hub,,publisher,,,,,Stop Predatory Journals list (2025),0468daff0fb97ad5,ainstin knowledge hub,,ainstin.com,ainstin.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://airccse.org/index.php,AIRCC Publishing Corporation,,publisher,,,,,Stop Predatory Journals list (2025),90199ed6cdc4dfe7,aircc publishing corporation,,airccse.org,airccse.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.aizeonpublishers.net/aboutus.html,Aizeon Publishers,,publisher,,,,,Stop Predatory Journals list (2025),ae4b59ba52b35fdd,aizeon publishers,,aizeonpublishers.net,aizeonpublishers.net,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://albertscience.com/,Albert Science International Organization,,publisher,,,,,Stop Predatory Journals list (2025),9c1f1b1ecfad8406,albert science international organization,,albertscience.com,albertscience.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.alliedacademies.org/,Allied Academies,,publisher,,,,,Stop Predatory Journals list (2025),33e90ce71b3cc800,allied academies,,alliedacademies.org,alliedacademies.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.alliedjournals.com/,Allied Journals,,publisher,,,,,Stop Predatory Journals list (2025),06ccd5c9be84f174,allied journals,,alliedjournals.com,alliedjournals.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://ambitjournals.org/,Ambit Journals,,publisher,,,,,Stop Predatory Journals list (2025),21fd6c94da0d4066,ambit journals,,ambitjournals.org,ambitjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.amepc.org/,AME Publishing Company,,publisher,,,,,Stop Predatory Journals list (2025),c8466d6021e9324d,ame publishing company,,amepc.org,amepc.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://aasrc.org/,American Academic & Scholarly Research Center,AASRC,publisher,,,,,Stop Predatory Journals list (2025),b7d4e1b9fbdfea09,american academic and scholarly research center,aasrc,aasrc.org,aasrc.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.aascit.org/home/index,American Association for Science and Technology,AASCIT,publisher,,,,,Stop Predatory Journals list (2025),34a588633dc07c09,american association for science and technology,aascit,aascit.org,aascit.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.amjournals.org/,American Journal,,publisher,,,,,Stop Predatory Journals list (2025),330ebc8b774de085,american journal,,amjournals.org,amjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://aripd.org/,American Research Institute for Policy Development,,publisher,,,,,Stop Predatory Journals list (2025),28fb6dda80866eaa,american research institute for policy development,,aripd.org,aripd.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.arjonline.org/,American Research Journals,,publisher,,,,,Stop Predatory Journals list (2025),d8b304de6fbffda8,american research journals,,arjonline.org,arjonline.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.arepub.com/,American Research Publications,,publisher,,,,,Stop Predatory Journals list (2025),5c5216bf51227466,american research publications,,arepub.com,arepub.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.asraresearch.org/,American Scholarly Research Association,,publisher,,,,,Stop Predatory Journals list (2025),d0b70cd1f95e55d9,american scholarly research association,,asraresearch.org,asraresearch.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.aspbs.com/,American Scientific Publishers,,publisher,,,,,Stop Predatory Journals list (2025),9f18c8ea405d86c3,american scientific publishers,,aspbs.com,aspbs.com,high,1,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,exact_name_match_publisher,Kanalregisteret CSV (2025-12-21)
http://www.americanscientificresearchjournals.org/,American Scientific Research Journals,,publisher,,,,,Stop Predatory Journals list (2025),0c29cdc0964a7c21,american scientific research journals,,americanscientificresearchjournals.org,americanscientificresearchjournals.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.asrn.org/,American Society of Registered Nurses,,publisher,,,,,Stop Predatory Journals list (2025),32cb70057edd607e,american society of registered nurses,,asrn.org,asrn.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.as-se.org/,American Society of Science and Engineering,,publisher,,,,,Stop Predatory Journals list (2025),075eac16985a20b1,american society of science and engineering,,as-se.org,as-se.org,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://www.vkingpub.com/,American V-King Scientific Publishing,,publisher,,,,,Stop Predatory Journals list (2025),6fff428dd22fe870,american v king scientific publishing,,vkingpub.com,vkingpub.com,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
http://aessangli.in/,"Amoghsiddhi Education Society/AES/AES Journals in Engineering Technology, Management, and Sciences/AES E-JOURNALS",,publisher,,,,,Stop Predatory Journals list (2025),608b5f1a5ada3997,amoghsiddhi education society aes aes journals in engineering technology management and sciences aes e journals,,aessangli.in,aessangli.in,high,Unknown,,False,,,,Listed in predatory journal/publisher watchlists.,True,2025,not_found,Kanalregisteret CSV (2025-12-21)
